epoch,accuracy,loss,lr
0,nan,36.270943,1.5848932e-06
1,0.0,26.175177,2.5118864e-06
2,nan,24.26559,3.9810716e-06
3,0.0,22.56479,6.309573e-06
4,nan,20.822124,1e-05
5,0.0,18.71997,1.5848931e-05
6,nan,16.072298,2.5118863e-05
7,0.04964539007092199,12.785255,3.9810715e-05
8,nan,10.236983,6.309573e-05
9,0.14184397163120568,8.591819,9.999999e-05
10,nan,7.285622,1e-04
11,0.2907801418439716,5.851614,1e-04
12,nan,4.815517,1e-04
13,0.3546099290780142,3.954012,1e-04
14,nan,3.2385843,1e-04
15,0.3900709219858156,2.761953,1e-04
16,nan,2.4617605,1e-04
17,0.3404255319148936,2.2419534,1e-04
18,nan,2.2149212,1e-04
19,0.4326241134751773,1.6875256,1e-04
20,nan,1.5414608,1e-04
21,0.45390070921985815,1.4417841,1e-04
22,nan,1.2375758,1e-04
23,0.375886524822695,1.5518552,1e-04
24,nan,1.3263955,1e-04
25,0.41843971631205673,0.9733437,1e-04
26,nan,0.9827235,1e-04
27,0.3546099290780142,1.6061743,1e-04
28,nan,1.2802281,1e-04
29,0.4326241134751773,0.94998705,1e-04
30,nan,0.79324627,1e-04
31,0.44680851063829785,0.751571,1e-04
32,nan,0.7224846,1e-04
33,0.4397163120567376,0.72344226,1e-04
34,nan,0.6422495,1e-04
35,0.41134751773049644,0.6577411,1e-04
36,nan,0.6235232,1e-04
37,0.425531914893617,0.697173,1e-04
38,nan,0.7084427,1e-04
39,0.41843971631205673,0.61169475,1e-04
40,nan,0.6128119,1e-04
41,0.425531914893617,0.7326658,1e-04
42,nan,0.51473546,1e-04
43,0.4397163120567376,0.6335591,1e-04
44,nan,0.6100612,1e-04
45,0.4326241134751773,0.5614555,1e-04
46,nan,0.5808384,1e-04
47,0.45390070921985815,0.5734865,1e-04
48,nan,0.64611876,1e-04
49,0.40425531914893614,0.5276443,1e-04
50,nan,0.5609602,9.120108e-05
51,0.46808510638297873,0.48687023,8.3176375e-05
52,nan,0.40225548,7.585776e-05
53,0.46099290780141844,0.33207598,6.9183094e-05
54,nan,0.39278796,6.309574e-05
55,0.425531914893617,0.38534313,5.754399e-05
56,nan,0.42259237,5.2480744e-05
57,0.45390070921985815,0.3848997,4.786301e-05
58,nan,0.30250335,4.3651584e-05
59,0.46808510638297873,0.265398,3.9810715e-05
60,nan,0.29465345,3.6307803e-05
61,0.46808510638297873,0.36553693,3.3113112e-05
62,nan,0.27273607,3.0199517e-05
63,0.46099290780141844,0.33849037,2.7542286e-05
64,nan,0.2715437,2.5118863e-05
65,0.46099290780141844,0.32297957,2.2908676e-05
66,nan,0.2903668,2.0892961e-05
67,0.46808510638297873,0.24523507,1.9054607e-05
68,nan,0.25447226,1.7378008e-05
69,0.475177304964539,0.2911433,1.5848931e-05
70,nan,0.33826876,1.4454397e-05
71,0.475177304964539,0.28885666,1.3182567e-05
72,nan,0.30157423,1.2022644e-05
73,0.475177304964539,0.2739515,1.0964782e-05
74,nan,0.2775018,1e-05
75,0.475177304964539,0.24849707,9.120108e-06
76,nan,0.3107323,8.317637e-06
77,0.46808510638297873,0.25820923,7.5857756e-06
78,nan,0.27848122,6.9183097e-06
79,0.46808510638297873,0.28300303,6.3095736e-06
80,nan,0.24211343,5.7543994e-06
81,0.475177304964539,0.27182296,5.2480746e-06
82,nan,0.2682927,4.786301e-06
83,0.475177304964539,0.26218954,4.3651585e-06
84,nan,0.25435907,3.9810716e-06
85,0.46808510638297873,0.27030236,3.6307806e-06
86,nan,0.24776542,3.3113113e-06
87,0.475177304964539,0.2445665,3.0199517e-06
88,nan,0.24351922,2.7542287e-06
89,0.46808510638297873,0.27237445,2.5118864e-06
90,nan,0.251522,2.2908675e-06
91,0.475177304964539,0.27154303,2.0892962e-06
92,nan,0.23464732,1.9054607e-06
93,0.475177304964539,0.24072242,1.7378009e-06
94,nan,0.25031522,1.5848932e-06
95,0.475177304964539,0.23304228,1.4454398e-06
96,nan,0.2224929,1.3182567e-06
97,0.475177304964539,0.24870184,1.2022645e-06
98,nan,0.24257025,1.0964782e-06
99,0.475177304964539,0.26894006,1e-06
