run_id,file_name,source,local_path,minio_key,preset,status,started_at,upload_seconds,caption_seconds,total_seconds,total_tokens,model,full_caption
20260511T210207Z,frame_080000.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_080000.jpg,crowd_behavior,done,2026-05-11T21:02:07.639367+00:00,0.109,2.163,2.286,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. No crowd is visible in the image.
2. Not applicable as there are no pedestrians present.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. Not applicable as there are no pedestrians present.
6. LOW; no pedestrians are present.
7. Not applicable as there are no pedestrians present.

[CROWD SAFETY & SPACING]
8. Not applicable as there are no pedestrians present.
9. Not applicable as there are no pedestrians present.
10. Not applicable as there are no pedestrians present.

[EVENT / VENUE ASSESSMENT]
11. Zero people are visible.
12. Not applicable as there are no pedestrians present.
13. Not applicable as there are no pedestrians present.
14. Not applicable as there are no pedestrians present.
15. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
16. No.
17. Zero people are visible.
18. No.
19. Zero people are visible.
20. No.
21. No.

[HAZARDS & INCIDENTS]
22. No.
23. No.

[CRITICAL INCIDENTS]
24. No.
25. No.
26. No.
27. No.
28. No.
29. No."
20260511T210207Z,frame_080500.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_080500.jpg,crowd_behavior,done,2026-05-11T21:02:07.640783+00:00,0.109,2.094,2.215,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. No crowd is visible in the image.
2. Not applicable.

[PEDESTRIAN ACTIVITY]
3. Zero pedestrians are visible.
4. Not applicable.

[RISK ASSESSMENT]
5. Not applicable.
6. LOW. No visible risks.
7. Not applicable.

[CROWD SAFETY & SPACING]
8. Not applicable.
9. Not applicable.
10. Not applicable.

[EVENT / VENUE ASSESSMENT]
11. Zero people are visible.
12. Not applicable.
13. Not applicable.
14. Not applicable.
15. Not applicable.

[THREAT & SAFETY]
16. No.
17. Not applicable.
18. No.
19. Zero civilians are visible.
20. Not applicable.
21. Not applicable.

[HAZARDS & INCIDENTS]
22. No.
23. No.

[CRITICAL INCIDENTS]
24. Not applicable.
25. Not applicable.
26. Not applicable.
27. Not applicable.
28. Not applicable.
29. Not applicable."
20260511T210207Z,frame_081000.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_081000.jpg,crowd_behavior,done,2026-05-11T21:02:07.642560+00:00,0.11,3.211,3.331,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with only a few individuals visible in the scene.
2. The area can be classified as SPARSE (<1 person/m²), with no significant congestion observed.

[PEDESTRIAN ACTIVITY]
3. There are approximately two pedestrians visible in the image, with one walking away from the camera and another standing near the red bin. The pedestrian flow direction is not clearly defined due to the limited number of individuals.
4. No individuals appear to have fallen, are separated from a group, or show signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage, unusually dense crowd pockets, or individuals in distress are visible.
6. The overall risk level is LOW, as there are no immediate safety concerns or hazards present.
7. No unsafe crowd behaviors are observed, such as people climbing barriers or running against crowd flow.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with individuals maintaining a reasonable distance from each other.
9. No choke points are evident that could lead to dangerous surges.
10. No vulnerable individuals are identified, and there are no signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is low, with only a few individuals present.
12. The image does not provide enough information to identify specific zones for stage viewing or general circulation.
13. No unsupervised children are visible in the scene.
14. The number of unsupervised children is zero.
15. No groups are observed congregating in the parking lot or moving into the park.

[THREAT & SAFETY]
16. There is no imminent threat to officer or public safety visible in the frame.
17. The total attendance in the visible area for any officer or public safety official is not applicable.
18. No weapons or dangerous objects are visible.
19. The estimated civilian population exposed in this frame is low, with only a few individuals present.
20. No threats requiring immediate patrol response are visible.
21. No activity indicates gang affiliation, organized crime, or domestic dispute.

[HAZARDS & INCIDENTS]
22. No environmental hazards such as fire, chemical spills, or downed power lines are present.
23. No fire or smoke incidents are visible.

[CRITICAL INCIDENTS]
24. No individuals are engaged in physical contact that is clearly not playful or consensual.
25. No individual is displaying signs of a medical emergency without receiving immediate assistance.
26. No person is brandishing or pointing an object consistent with a weapon.
27. No individuals are participating in assault, robbery, or altercation.
28. No person is lying or fallen on the ground in a non-resting posture.
29. No person is carrying, dragging, or transferring an unattended object suspiciously."
20260511T210207Z,frame_081500.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_081500.jpg,crowd_behavior,done,2026-05-11T21:02:09.858219+00:00,0.038,2.024,2.067,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density is very low, with only a few individuals visible in the scene.
2. The area is classified as SPARSE (<1 person/m²), with no signs of congestion.

[PEDESTRIAN ACTIVITY]
3. There is one pedestrian visible in the image, walking away from the camera. The pedestrian is moving in a straight path along the sidewalk.
4. No individuals are shown as having fallen, being separated from a group, or showing signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage or individuals in distress are visible. The scene does not show unusually dense crowd pockets.
6. The overall risk level is LOW, as there are no visible signs of danger or distress.
7. There are no unsafe crowd behaviors observed, such as people climbing barriers or running against crowd flow.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with no individuals standing too close to each other.
9. There are no choke points visible that could lead to dangerous surges.
10. One pedestrian is visible, and there are no vulnerable individuals or signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is very low, with only one person present.
12. There are no stage viewing areas or general circulation zones to assess.
13. No unsupervised children are visible.
14. Zero children are unsupervised or more than 10 meters from an adult.
15. There are no groups congregating in the parking lot or prolonged stationary clusters.

[THREAT & SAFETY]
16. There is no imminent threat to officer or public safety visible in the frame.
17. No public safety officials are visible in the frame.
18. No weapons or dangerous objects are visible.
19. The civilian population exposed in this frame is very low, with only one person present.
20. There are no threats visible that require immediate patrol response.
21. There is no indication of gang affiliation, organized crime, or domestic dispute.

[HAZARDS & INCIDENTS]
22. There are no environmental hazards such as fire, chemical spills, or downed power lines.
23. There are no fire or smoke incidents visible.

[CRITICAL INCIDENTS]
24. There are no individuals engaged in physical contact that is clearly not playful or consensual.
25. No individual is displaying signs of a medical emergency without receiving immediate assistance.
26. There are no objects being brandished or pointed as weapons.
27. There are no individuals participating in assault, robbery, or altercation.
28. No person is lying or fallen on the ground in a non-resting posture.
29. There are no individuals carrying, dragging, or transferring unattended objects suspiciously."
20260511T210207Z,frame_082000.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_082000.jpg,crowd_behavior,done,2026-05-11T21:02:09.927007+00:00,0.036,2.151,2.192,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with only a few individuals visible in the scene.
2. The area can be classified as SPARSE (<1 person/m²), with no significant congestion observed.

[PEDESTRIAN ACTIVITY]
3. There are approximately two pedestrians visible in the image, with no clear pedestrian flow direction due to the low density.
4. No individuals appear to have fallen, are separated from a group, or show signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage, unusually dense crowd pockets, or individuals in distress are visible.
6. The overall risk level is LOW, as there are no visible signs of distress or unusual activity.
7. No unsafe crowd behaviors are observed, such as people climbing barriers or running against crowd flow.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with no individuals standing too close to each other.
9. No choke points are evident that could lead to dangerous surges.
10. No individuals are waiting, and no vulnerable individuals are identified.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is low, with only a few individuals present.
12. No stage viewing area or general circulation zones are identifiable in the image.
13. No unsupervised children separated from adult groups are visible.
14. Zero children appear unsupervised or more than 10 meters from an adult.
15. No groups are congregating in the parking lot rather than moving into the park.

[THREAT & SAFETY]
16. No imminent threat to officer or public safety is visible in the frame.
17. No public safety officials are visible in the frame.
18. No weapons or dangerous objects are visible.
19. The estimated civilian population exposed in this frame is low, with only a few individuals present.
20. No threats requiring immediate patrol response are visible.
21. No signs of gang affiliation, organized crime, or domestic dispute are present.

[HAZARDS & INCIDENTS]
22. No environmental hazards such as fire, chemical spills, or downed power lines are visible.
23. No fire or smoke incidents are present.

[CRITICAL INCIDENTS]
24. No individuals are engaged in physical contact that is clearly not playful or consensual.
25. No individual is displaying signs of a medical emergency without receiving immediate assistance.
26. No person is brandishing or pointing an object consistent with a weapon.
27. No individuals are participating in assault, robbery, or altercation.
28. No person is lying or fallen on the ground in a non-resting posture.
29. No person is carrying, dragging, or transferring an unattended object suspiciously."
20260511T210207Z,frame_082500.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_082500.jpg,crowd_behavior,done,2026-05-11T21:02:10.975588+00:00,0.044,2.223,2.27,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with only a few individuals scattered across the scene.
2. The area is classified as SPARSE (<1 person/m²), with no visible congestion or dense pockets.

[PEDESTRIAN ACTIVITY]
3. There are approximately five pedestrians visible in the image. Pedestrians are seen walking in various directions, but there is no clear flow direction due to the low density.
4. No individuals are observed to have fallen, be separated from a group, or show signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage or individuals in distress are visible. The scene does not show unusual density or distress.
6. The overall risk level is LOW, as there are no immediate threats or hazards present.
7. There are no unsafe crowd behaviors, such as climbing barriers or congregating in vehicle clearance zones.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with individuals maintaining a reasonable distance from one another.
9. There are no choke points visible that could lead to dangerous surges.
10. No individuals are waiting, and there are no vulnerable individuals or signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is estimated to be around five individuals.
12. The image does not show a stage viewing area or general circulation zones, and there are no clear egress paths.
13. No unsupervised children are visible.
14. There are no children more than 10 meters from an adult.
15. There are no groups congregating in the parking lot or prolonged stationary clusters.

[THREAT & SAFETY]
16. There is no imminent threat to officer or public safety visible in the frame.
17. No public safety officials are visible in the frame.
18. No weapons or dangerous objects are visible.
19. The civilian population exposed in this frame is estimated to be around five individuals.
20. There are no visible threats requiring immediate patrol response.
21. There is no indication of gang affiliation, organized crime, or domestic dispute.

[HAZARDS & INCIDENTS]
22. There are no environmental hazards such as fire, chemical spills, or downed power lines.
23. There are no fire or smoke incidents visible.

[CRITICAL INCIDENTS]
24. There are no individuals engaged in physical contact that is clearly not playful or consensual.
25. No individual is displaying signs of a medical emergency without receiving immediate assistance.
26. No person is brandishing or pointing an object consistent with a weapon.
27. There are no individuals participating in assault, robbery, or altercation.
28. No person is lying or fallen on the ground in a non-resting posture.
29. No person is carrying, dragging, or transferring an unattended object suspiciously."
20260511T210207Z,frame_083000.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_083000.jpg,crowd_behavior,done,2026-05-11T21:02:11.927830+00:00,0.04,1.884,1.933,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with only a few individuals visible in the scene.
2. The area can be classified as SPARSE (<1 person/m²), with no signs of congestion.

[PEDESTRIAN ACTIVITY]
3. There are approximately two pedestrians visible in the image, standing near the right side of the frame. They appear stationary, with no clear pedestrian flow direction.
4. No individuals are shown as having fallen, being separated from a group, or showing signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage or suspicious objects are visible. The crowd density is low, and there are no individuals in distress.
6. The overall risk level is LOW, as there are no visible threats or hazards.
7. There are no unsafe crowd behaviors observed.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with individuals maintaining a reasonable distance from each other.
9. No choke points are evident in the scene.
10. There are no vulnerable individuals or signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is low, with only a few individuals present.
12. The scene does not show a stage viewing area or general circulation zones.
13. No unsupervised children are visible.
14. There are no children more than 10 meters from an adult.
15. No groups are congregating in the parking lot.

[THREAT & SAFETY]
16. There is no imminent threat to officer or public safety visible in the frame.
17. No public safety officials are visible in the frame.
18. No weapons or dangerous objects are visible.
19. The civilian population exposed in this frame is low, with only a few individuals present.
20. There are no visible threats requiring immediate patrol response.
21. No signs of gang affiliation, organized crime, or domestic dispute are present.

[HAZARDS & INCIDENTS]
22. There are no environmental hazards such as fire, chemical spills, or downed power lines.
23. No fire or smoke incidents are visible.

[CRITICAL INCIDENTS]
24. No physical contact between individuals is observed.
25. No medical emergencies are present.
26. No weapons or dangerous objects are being brandished.
27. No assaults, robberies, or altercations are occurring.
28. No individuals are lying or fallen on the ground.
29. No suspicious object transfer is taking place."
20260511T210207Z,frame_083500.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_083500.jpg,crowd_behavior,done,2026-05-11T21:02:12.121635+00:00,0.032,1.541,1.578,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density is very low, with no visible groups or clusters of people.
2. The area is classified as SPARSE (<1 person/m²).

[PEDESTRIAN ACTIVITY]
3. There are no pedestrians visible in the image.
4. Not applicable as there are no pedestrians present.

[RISK ASSESSMENT]
5. No unattended luggage or individuals in distress are visible.
6. The overall risk level is LOW due to the absence of crowds and potential hazards.
7. Not applicable as there are no pedestrians present.

[CROWD SAFETY & SPACING]
8. Not applicable as there are no pedestrians present.
9. Not applicable as there are no pedestrians present.
10. Not applicable as there are no pedestrians present.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is zero.
12. Not applicable as there are no pedestrians present.
13. Not applicable as there are no pedestrians present.
14. Not applicable as there are no pedestrians present.
15. Not applicable as there are no pedestrians present.

[THREAT & SAFETY]
16. There is no imminent threat visible in the frame.
17. The total attendance in the visible area is zero.
18. No weapons or dangerous objects are visible.
19. The estimated civilian population exposed in this frame is zero.
20. No threats requiring immediate patrol response are visible.
21. No signs of gang affiliation, organized crime, or domestic dispute are visible.

[HAZARDS & INCIDENTS]
22. No environmental hazards are visible.
23. No fire or smoke incidents are visible.

[CRITICAL INCIDENTS]
24. Not applicable as there are no pedestrians present.
25. Not applicable as there are no pedestrians present.
26. Not applicable as there are no pedestrians present.
27. Not applicable as there are no pedestrians present.
28. Not applicable as there are no pedestrians present.
29. Not applicable as there are no pedestrians present."
20260511T210207Z,frame_084000.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_084000.jpg,crowd_behavior,done,2026-05-11T21:02:13.248231+00:00,0.041,2.077,2.123,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with only a few individuals scattered across the scene.
2. The area is classified as SPARSE (<1 person/m²), with no noticeable congestion or dense pockets.

[PEDESTRIAN ACTIVITY]
3. There are approximately four pedestrians visible in the image. Pedestrians are walking in various directions, but no specific flow direction is dominant.
4. No individuals are seen falling, separated from a group, or showing signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage or suspicious objects are visible. The crowd density is low, and no individuals appear to be in distress.
6. The overall risk level is LOW due to the sparse crowd and lack of visible threats or distress.
7. There are no unsafe crowd behaviors observed, such as climbing barriers or congregating in vehicle clearance zones.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with individuals maintaining a reasonable distance from one another.
9. No choke points are evident that could lead to dangerous surges.
10. No vulnerable individuals are identified, and there are no signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is estimated to be around four individuals.
12. The scene does not show a clear distinction between stage viewing areas and circulation zones. Egress paths appear clear.
13. No unsupervised children are visible.
14. Zero children are unsupervised or more than 10 meters from an adult.
15. No groups are seen congregating in the parking lot rather than moving into the park.

[THREAT & SAFETY]
16. No imminent threat to officer or public safety is visible.
17. No public safety officials are visible in the frame.
18. No weapons or dangerous objects are visible.
19. The estimated civilian population exposed in this frame is around four individuals.
20. No threats requiring immediate patrol response are visible.
21. No signs of gang affiliation, organized crime, or domestic dispute are present.

[HAZARDS & INCIDENTS]
22. No environmental hazards such as fire, chemical spills, or downed power lines are visible.
23. No fire or smoke incidents are present.

[CRITICAL INCIDENTS]
24. No individuals are engaged in physical contact that is clearly not playful or consensual.
25. No individual is displaying signs of a medical emergency without receiving immediate assistance.
26. No person is brandishing or pointing an object consistent with a weapon.
27. No individuals are participating in assault, robbery, or altercation.
28. No person is lying or fallen on the ground in a non-resting posture.
29. No person is carrying, dragging, or transferring an unattended object suspiciously."
20260511T210207Z,frame_084500.jpg,,,2026-04-18/LP_FarmersMarket_Restroom_1/frame_084500.jpg,crowd_behavior,done,2026-05-11T21:02:13.701818+00:00,0.035,1.835,1.879,,nvidia/cosmos-reason2-8b,"[CROWD DENSITY & ZONES]
1. The crowd density appears low, with individuals scattered across the area.
2. The zone is classified as SPARSE (<1 person/m²), with no visible congestion or dense pockets.

[PEDESTRIAN ACTIVITY]
3. There are approximately 10 pedestrians visible, with no clear pedestrian flow direction as they are spread out.
4. No individuals are seen falling, separated from groups, or showing signs of medical distress.

[RISK ASSESSMENT]
5. No unattended luggage or individuals in distress are visible.
6. The overall risk level is LOW, as the scene shows low crowd density and no apparent threats.
7. No unsafe crowd behaviors are observed.

[CROWD SAFETY & SPACING]
8. Crowd spacing is adequate, with no individuals too close to one another.
9. No choke points are evident in the scene.
10. No vulnerable individuals are identified, and there are no signs of crowd stress.

[EVENT / VENUE ASSESSMENT]
11. The total attendance in the visible area is estimated to be around 10 individuals.
12. The scene does not show a designated stage viewing area or general circulation zones.
13. No unsupervised children are visible.
14. Not applicable, as no children are present.
15. No groups are seen congregating in the parking lot.

[THREAT & SAFETY]
16. No imminent threat to officer or public safety is visible.
17. No public safety officials are present in the frame.
18. No weapons or dangerous objects are visible.
19. The estimated civilian population exposed is around 10 individuals.
20. No threats requiring immediate patrol response are visible.
21. No signs of gang affiliation, organized crime, or domestic dispute are present.

[HAZARDS & INCIDENTS]
22. No environmental hazards are visible.
23. No fire or smoke incidents are present.

[CRITICAL INCIDENTS]
24. No physical contact between individuals is observed.
25. No medical emergencies are evident.
26. No weapons or dangerous objects are visible.
27. No assaults, robberies, or altercations are taking place.
28. No individuals are lying or fallen on the ground.
29. No suspicious object transfer is observed."
