run_id,file_name,source,local_path,minio_key,preset,status,started_at,upload_seconds,caption_seconds,total_seconds,total_tokens,model,full_caption
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T000000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T000000.jpg,illegal_dumping,done,2026-05-26T21:26:10.031319+00:00,0.072,0.838,0.921,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T001000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T001000.jpg,illegal_dumping,done,2026-05-26T21:26:10.032086+00:00,0.073,0.931,1.014,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small
WASTE ORIGIN: unknown
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping is observed in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T002000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T002000.jpg,illegal_dumping,done,2026-05-26T21:26:10.033179+00:00,0.073,1.197,1.28,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T003000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T003000.jpg,illegal_dumping,done,2026-05-26T21:26:10.033946+00:00,0.072,1.165,1.246,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T004000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T004000.jpg,illegal_dumping,done,2026-05-26T21:26:10.955391+00:00,0.02,0.662,0.685,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T005000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T005000.jpg,illegal_dumping,done,2026-05-26T21:26:11.048263+00:00,0.02,0.729,0.752,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T010000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T010000.jpg,illegal_dumping,done,2026-05-26T21:26:11.283585+00:00,0.03,0.835,0.868,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping is observed in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T011000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T011000.jpg,illegal_dumping,done,2026-05-26T21:26:11.316762+00:00,0.02,0.661,0.683,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping is observed in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T012000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T012000.jpg,illegal_dumping,done,2026-05-26T21:26:11.643400+00:00,0.02,0.75,0.773,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small (pickup truck)
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping is observed in the video."
20260526T211252Z,DT_10th_and_2nd_St_1_20260522T013000.jpg,,,dataset_20260526_085647/DT_10th_and_2nd_St_1/DT_10th_and_2nd_St_1_20260522T013000.jpg,illegal_dumping,done,2026-05-26T21:26:11.802973+00:00,0.02,0.686,0.709,,nvidia/cosmos-reason2-8b,"DUMPING PRESENT: No
ORDINANCE VIOLATION: No
WASTE TYPE: mixed
WASTE VOLUME: small
WASTE ORIGIN: residential
PROPERTY TYPE: vacant-lot
ADDRESS MARKERS: NONE
GUTTER/ALLEY: No
WATER PROXIMITY: No
CHRONIC SITE: No
VEHICLES: NONE
IDENTIFIERS: NONE
SEVERITY: 1
ORDINANCE: N/A
PRIORITY: LOW
SUMMARY: No illegal dumping detected in the video."
